query,resolved_name,matched_name,resolved_status,matched_status,match_type,taxid
Alsophila smithii (Hook.f.) R.M.Tryon,Alsophila smithii (Hook. fil.) R. M. Tryon,Alsophila smithii (Hook. fil.) R. M. Tryon,accepted,accepted,auto_basexin,411273
Alsophila stelligera (Holtt.) R.M.Tryon,Alsophila stelligera (Holttum) R. M. Tryon,Alsophila stelligera (Holttum) R. M. Tryon,accepted,accepted,auto_basexin,411274
Alsophila tryoniana (Gastony) D.S.Conant,Alsophila tryoniana (Gastony) D. S. Conant,Alsophila tryoniana (Gastony) D. S. Conant,accepted,accepted,auto_punct,411276
Cyathea caracasana (Klotzsch) Domin,Cyathea caracasana (Klotzsch) Domin,Cyathea caracasana (Klotzsch) Domin,accepted,accepted,exact,411277
Cyathea gracilis Griseb.,Cyathea gracilis Griseb.,Cyathea gracilis Griseb.,accepted,accepted,exact,411280
Cyathea horrida (L.) Sm.,Cyathea horrida (L.) Sm.,Cyathea horrida (L.) Sm.,accepted,accepted,exact,411281
Cyathea howeana Domin,Cyathea howeana Domin,Cyathea howeana Domin,accepted,accepted,exact,411282
Cyathea karsteniana (Klotzsch) Domin,Cyathea karsteniana (Klotzsch) Domin,Cyathea karsteniana (Klotzsch) Domin,accepted,accepted,exact,411283
Cyathea multiflora Sm.,Cyathea multiflora Sm.,Cyathea multiflora Sm.,accepted,accepted,exact,411284
Cyathea mutica (Christ) Domin,Cyathea mutica (Christ) Domin,Cyathea mutica (Christ) Domin,accepted,accepted,exact,411285
Cyathea robertsiana (F.Muell.) Domin,Cyathea robertsiana (F. Muell.) Domin,Cyathea robertsiana (F. Muell.) Domin,accepted,accepted,auto_punct,411286
Cyathea schiedeana (C.Presl) Domin,Cyathea schiedeana (C. Presl) Domin,Cyathea schiedeana (C. Presl) Domin,accepted,accepted,auto_punct,411287
Cyathea senilis (Klotzsch) Domin,Cyathea senilis (Klotzsch) Domin,Cyathea senilis (Klotzsch) Domin,accepted,accepted,exact,411288
Sphaeropteris aeneifolia (Alderw.) R.M.Tryon,Sphaeropteris aeneifolia (Alderw.) R. M. Tryon,Sphaeropteris aeneifolia (Alderw.) R. M. Tryon,accepted,accepted,auto_punct,411291
Sphaeropteris albifrons (Fourn.) R.M.Tryon,Sphaeropteris albifrons (Vieill. ex E. Fourn.) R. M. Tryon,Sphaeropteris albifrons (Vieill. ex E. Fourn.) R. M. Tryon,accepted,accepted,auto_basexin,411292
Sphaeropteris atrox (C.Chr.) R.M.Tryon,Sphaeropteris atrox (C. Chr.) R. M. Tryon,Sphaeropteris atrox (C. Chr.) R. M. Tryon,accepted,accepted,auto_punct,411293
Sphaeropteris capitata (Copel.) R.M.Tryon,Sphaeropteris capitata (Copel.) R. M. Tryon,Sphaeropteris capitata (Copel.) R. M. Tryon,accepted,accepted,auto_punct,411294
Sphaeropteris celebica (Blume) R.M.Tryon,Sphaeropteris celebica (Blume) R. M. Tryon,Sphaeropteris celebica (Blume) R. M. Tryon,accepted,accepted,auto_punct,411295
Sphaeropteris excelsa (R.Br. ex Endl.) R.M.Tryon,Sphaeropteris excelsa (Endl.) R. M. Tryon,Sphaeropteris excelsa (Endl.) R. M. Tryon,accepted,accepted,auto_basexin,411296
Sphaeropteris glauca (Blume) R.M.Tryon,Sphaeropteris glauca (Blume) R. M. Tryon,Sphaeropteris glauca (Blume) R. M. Tryon,accepted,accepted,auto_punct,411297
Sphaeropteris horrida (Liebm.) R.M.Tryon,Sphaeropteris horrida (Liebm.) R. M. Tryon,Sphaeropteris horrida (Liebm.) R. M. Tryon,accepted,accepted,auto_punct,411298
Sphaeropteris megalosora (Copel.) R.M.Tryon,Sphaeropteris megalosora (Copel.) R. M. Tryon,Sphaeropteris megalosora (Copel.) R. M. Tryon,accepted,accepted,auto_punct,411300
Sphaeropteris polypoda (Baker) R.M.Tryon,Sphaeropteris polypoda (Baker) R. M. Tryon,Sphaeropteris polypoda (Baker) R. M. Tryon,accepted,accepted,auto_punct,411301
Sphaeropteris robusta (Watts) R.M.Tryon,Sphaeropteris robusta (C. Moore ex Watts) R. M. Tryon,Sphaeropteris robusta (C. Moore ex Watts) R. M. Tryon,accepted,accepted,auto_basexin,411302
Gleichenia alpina R.Br.,Gleichenia alpina R. Br.,Gleichenia alpina R. Br.,accepted,accepted,auto_punct,411639
Gleichenia microphylla R.Br.,Gleichenia microphylla R. Br.,Gleichenia microphylla R. Br.,accepted,accepted,auto_punct,411640
Sticherus cryptocarpus (Hook.) Ching,Sticherus cryptocarpus (Hook.) Ching,Sticherus cryptocarpus (Hook.) Ching,accepted,accepted,exact,411641
Sticherus cunninghamii (Hook.) H.St.John,Sticherus cunninghamii (Heward ex Hook.) Ching,Sticherus cunninghamii (Heward ex Hook.) Ching,accepted,accepted,auto_cfonly,411642
Sticherus flabellatus (R.Br.) H.St.John,Sticherus flabellatus (R. Br.) H. St. John,Sticherus flabellatus (R. Br.) H. St. John,accepted,accepted,auto_punct,411643
Adiantum aleuticum (Rupr.) C.A.Paris,Adiantum aleuticum (Rupr.) C. A. Paris,Adiantum aleuticum (Rupr.) C. A. Paris,accepted,accepted,auto_punct,412743
"Pellaea x glaciogena W.H.Wagner, Pray & A.R.Sm.",Pellaea × glaciogena W. H. Wagner,Pellaea × glaciogena W. H. Wagner,accepted,accepted,auto_cfonly,414588
Aleuritopteris farinosa (Forssk.) Fee,Aleuritopteris farinosa (Forssk.) Fée,Aleuritopteris farinosa (Forssk.) Fée,accepted,accepted,auto_punct,414589
Argyrochosma jonesii (Maxon) Windham,Argyrochosma jonesii (Maxon) Windham,Argyrochosma jonesii (Maxon) Windham,accepted,accepted,exact,414590
Argyrochosma limitanea (Maxon) Windham,Argyrochosma limitanea (Maxon) Windham,Argyrochosma limitanea (Maxon) Windham,accepted,accepted,exact,414591
Argyrochosma nivea (Poir.) Windham,Argyrochosma nivea (Poir.) Windham,Argyrochosma nivea (Poir.) Windham,accepted,accepted,exact,414592
Aspidotis carlotta-halliae (W.H.Wagner & E.F.Gilbert) Lellinger,Aspidotis carlotta-halliae (W. H. Wagner & E. F. Gilbert) Lellinger,Aspidotis carlotta-halliae (W. H. Wagner & E. F. Gilbert) Lellinger,accepted,accepted,auto_punct,414596
Aspidotis densa (Brack.) Lellinger,Aspidotis densa (Brack.) Lellinger,Aspidotis densa (Brack.) Lellinger,accepted,accepted,exact,414597
Astrolepis cochisensis (Goodd.) D.M.Benham & Windham,Astrolepis cochisensis (Goodd.) D. M. Benham & Windham,Astrolepis cochisensis (Goodd.) D. M. Benham & Windham,accepted,accepted,auto_punct,414599
Astrolepis sinuata (Lag. ex Sw.) D.M.Benham & Windham,Astrolepis sinuata (Lag. ex Sw.) D. M. Benham & Windham,Astrolepis sinuata (Lag. ex Sw.) D. M. Benham & Windham,accepted,accepted,auto_punct,414600
Astrolepis windhamii D.M.Benham,Astrolepis windhamii D. M. Benham,Astrolepis windhamii D. M. Benham,accepted,accepted,auto_punct,414601
Bommeria hispida (Mett.) Underw.,Bommeria hispida (Mett. Ex Kuhn) Underw.,Bommeria hispida (Mett. Ex Kuhn) Underw.,accepted,accepted,auto_basexin,414602
Myriopteris alabamensis (Buckley) Grusz & Windham,Myriopteris alabamensis (Buckley) Grusz & Windham,Myriopteris alabamensis (Buckley) Grusz & Windham,accepted,accepted,exact,414604
Cheilanthes buchtienii (Rosenst.) R.M.Tryon,Cheilanthes buchtienii (Rosenst.) R. M. Tryon,Cheilanthes buchtienii (Rosenst.) R. M. Tryon,accepted,accepted,auto_punct,414606
Cheilanthes distans (R.Br.) Mett.,Cheilanthes distans (R. Br.) Mett.,Cheilanthes distans (R. Br.) Mett.,accepted,accepted,auto_punct,414608
Myriopteris rufa Fee,Myriopteris rufa Fée,Myriopteris rufa Fée,accepted,accepted,auto_punct,414609
Myriopteris gracilis Fee,Myriopteris gracilis Fée,Myriopteris gracilis Fée,accepted,accepted,auto_punct,414610
Myriopteris fendleri (Hook.) E.Fourn.,Myriopteris fendleri (Hook.) E. Fourn.,Myriopteris fendleri (Hook.) E. Fourn.,accepted,accepted,auto_punct,414611
Myriopteris gracillima (D.C.Eaton) Grusz & Windham,Myriopteris gracillima (D. C. Eaton) J. Sm.,Myriopteris gracillima (D. C. Eaton) J. Sm.,accepted,accepted,auto_cfonly,414612
Cheilanthes multifida (Sw.) Sw.,Cheilanthes multifida (Sw.) Sw.,Cheilanthes multifida (Sw.) Sw.,accepted,accepted,exact,414614
Cheilanthes multifida subsp. lacerata N.C.Anthony & Schelpe,Cheilanthes multifida subsp. lacerata N. C. Anthony & Schelpe,Cheilanthes multifida subsp. lacerata N. C. Anthony & Schelpe,accepted,accepted,auto_punct,414615
Myriopteris notholaenoides (Desv.) Grusz & Windham,Myriopteris notholaenoides (Desv.) Grusz & Windham,Myriopteris notholaenoides (Desv.) Grusz & Windham,accepted,accepted,exact,414616
Myriopteris parryi (D.C.Eaton) Grusz & Windham,Myriopteris parryi (D. C. Eaton) Grusz & Windham,Myriopteris parryi (D. C. Eaton) Grusz & Windham,accepted,accepted,auto_punct,414617
Cheilanthes parviloba (Sw.) Sw.,Cheilanthes parviloba (Sw.) Sw.,Cheilanthes parviloba (Sw.) Sw.,accepted,accepted,exact,414618
Myriopteris tomentosa (Link) Fee,Myriopteris tomentosa (Link) Fée,Myriopteris tomentosa (Link) Fée,accepted,accepted,auto_punct,414620
Cheilanthes viridis (Forssk.) Sw.,Cheilanthes viridis (Forssk.) Sw.,Cheilanthes viridis (Forssk.) Sw.,accepted,accepted,exact,414621
Cheilanthes viridis var. glauca (Sim) Schelpe & N.C.Anthony,Cheilanthes viridis var. glauca (Sim) Schelpe & N. C. Anthony,Cheilanthes viridis var. glauca (Sim) Schelpe & N. C. Anthony,accepted,accepted,auto_punct,414622
Myriopteris wrightii (Hook.) Grusz & Windham,Myriopteris wrightii (Hook.) Grusz & Windham,Myriopteris wrightii (Hook.) Grusz & Windham,accepted,accepted,exact,414623
Cryptogramma acrostichoides R.Br.,Cryptogramma acrostichoides R. Br. apud Richards.,Cryptogramma acrostichoides R. Br. apud Richards.,accepted,accepted,auto_cfonly,414624
Doryopteris rediviva Fee,Doryopteris rediviva Fée,Doryopteris rediviva Fée,accepted,accepted,auto_punct,414626
Notholaena californica D.C.Eaton,Notholaena californica D. C. Eaton,Notholaena californica D. C. Eaton,accepted,accepted,auto_punct,414628
Notholaena candida (M.Martens. & Galeotti) Hook.,Notholaena candida (M. Martens & Galeotti) Hook.,Notholaena candida (M. Martens & Galeotti) Hook.,accepted,accepted,auto_punct,414629
Notholaena standleyi Maxon,Notholaena standleyi (Kümmerle) Maxon,Notholaena standleyi (Kümmerle) Maxon,accepted,accepted,auto_basio-,414630
Pellaea muelleri (Hook.) A.R.Field,Pellaea muelleri (Hook.) A. R. Field,Pellaea muelleri (Hook.) A. R. Field,accepted,accepted,auto_punct,414632
Paragymnopteris bipinnata (H.Christ) K.H.Shing,Paragymnopteris bipinnata (Christ) K. H. Shing,Paragymnopteris bipinnata (Christ) K. H. Shing,accepted,accepted,auto_basexin,414634
Paragymnopteris marantae (L.) K.H.Shing,Paragymnopteris marantae (L.) K. H. Shing,Paragymnopteris marantae (L.) K. H. Shing,accepted,accepted,auto_punct,414635
Paragymnopteris sargentii (H.Christ) K.H.Shing,Paragymnopteris sargentii (Christ) K. H. Shing,Paragymnopteris sargentii (Christ) K. H. Shing,accepted,accepted,auto_basexin,414636
Paragymnopteris vestita (Wall. ex C.Presl) K.H.Shing,Paragymnopteris vestita (Wall. ex C. Presl) K. H. Shing,Paragymnopteris vestita (Wall. ex C. Presl) K. H. Shing,accepted,accepted,auto_punct,414637
Pellaea atropurpurea (L.) Link,Pellaea atropurpurea (L.) Link,Pellaea atropurpurea (L.) Link,accepted,accepted,exact,414639
Pellaea brachyptera (T.Moore) Baker,Pellaea brachyptera (T. Moore) Baker,Pellaea brachyptera (T. Moore) Baker,accepted,accepted,auto_punct,414641
Pellaea breweri D.C.Eaton,Pellaea breweri D. C. Eaton,Pellaea breweri D. C. Eaton,accepted,accepted,auto_punct,414642
Pellaea bridgesii Hook.,Pellaea bridgesii Hook.,Pellaea bridgesii Hook.,accepted,accepted,exact,414643
Pellaea calomelanos (Sw.) Link,Pellaea calomelanos (Sw.) Link,Pellaea calomelanos (Sw.) Link,accepted,accepted,exact,414644
Pellaea doniana (J.Sm.) Hook.,Pellaea doniana (J. Sm.) Hook.,Pellaea doniana (J. Sm.) Hook.,accepted,accepted,auto_punct,414645
Pellaea falcata (R.Br.) Fee,Pellaea falcata (R. Br.) Fée,Pellaea falcata (R. Br.) Fée,accepted,accepted,auto_punct,414647
Pellaea glabella Mett. ex Kuhn,Pellaea glabella Mett. ex Kuhn,Pellaea glabella Mett. ex Kuhn,accepted,accepted,exact,414648
Pellaea glabella subsp. occidentalis (E.E.Nelson) Windham,Pellaea glabella subsp. occidentalis (E. Nelson) Windham,Pellaea glabella subsp. occidentalis (E. Nelson) Windham,accepted,accepted,auto_basexin,414649
Ormopteris gleichenioides (Gardner) J.Sm.,Ormopteris gleichenioides (Gardner) J. Sm.,Ormopteris gleichenioides (Gardner) J. Sm.,accepted,accepted,auto_punct,414651
Pellaea intermedia Mett. ex Kuhn,Pellaea intermedia Mett. ex Kuhn,Pellaea intermedia Mett. ex Kuhn,accepted,accepted,exact,414652
Pellaea longipilosa Bonap.,Pellaea longipilosa Bonap.,Pellaea longipilosa Bonap.,accepted,accepted,exact,414653
Pellaea mucronata (D.C.Eaton) D.C.Eaton,Pellaea mucronata (D. C. Eaton) D. C. Eaton,Pellaea mucronata (D. C. Eaton) D. C. Eaton,accepted,accepted,auto_punct,414655
Pellaea mucronata subsp. californica (Lemmon) Windham,Pellaea mucronata subsp. californica (Lemmon) Windham,Pellaea mucronata subsp. californica (Lemmon) Windham,accepted,accepted,exact,414656
Pellaea notabilis Maxon,Pellaea notabilis Maxon,Pellaea notabilis Maxon,accepted,accepted,exact,414658
Pellaea ovata (Desv.) Weath.,Pellaea ovata (Desv.) Weath.,Pellaea ovata (Desv.) Weath.,accepted,accepted,exact,414659
Pellaea pectiniformis Baker,Pellaea pectiniformis Baker,Pellaea pectiniformis Baker,accepted,accepted,exact,414660
Pellaea ternifolia (Cav.) Link,Pellaea ternifolia (Cav.) Link,Pellaea ternifolia (Cav.) Link,accepted,accepted,exact,414663
Doryopteris triphylla (Lam.) Christ,Doryopteris triphylla (Lam.) Christ,Doryopteris triphylla (Lam.) Christ,accepted,accepted,exact,414664
Pellaea truncata Goodd.,Pellaea truncata Goodd.,Pellaea truncata Goodd.,accepted,accepted,exact,414665
Pellaea wrightiana Hook.,Pellaea wrightiana Hook.,Pellaea wrightiana Hook.,accepted,accepted,exact,414666
Trichomanes roraimense Jenman,Trichomanes roraimense Jenman,Trichomanes roraimense Jenman,accepted,accepted,exact,416396
Cochlidium serrulatum (Sw.) L.E.Bishop,Cochlidium serrulatum (Sw.) L. E. Bishop,Cochlidium serrulatum (Sw.) L. E. Bishop,accepted,accepted,auto_punct,419258
Oreogrammitis baldwinii (Baker) Parris,Oreogrammitis baldwinii (Baker) Parris,Oreogrammitis baldwinii (Baker) Parris,accepted,accepted,exact,419260
Oreogrammitis congener (Blume) Parris,Oreogrammitis congener (Blume) Parris,Oreogrammitis congener (Blume) Parris,accepted,accepted,exact,419261
Oreogrammitis dolichosora (Copel.) Parris,Oreogrammitis dolichosora (Copel.) Parris,Oreogrammitis dolichosora (Copel.) Parris,accepted,accepted,exact,419262
Oreogrammitis havilandii (Baker) Parris & Sundue,Oreogrammitis havilandii (Baker) Parris & Sundue,Oreogrammitis havilandii (Baker) Parris & Sundue,accepted,accepted,exact,419263
Oreogrammitis holttumii (Copel.) Parris & Sundue,Oreogrammitis holttumii (Copel.) Parris & Sundue,Oreogrammitis holttumii (Copel.) Parris & Sundue,accepted,accepted,exact,419264
Oreogrammitis jagoriana (Mett. ex Kuhn) Parris & Sundue,Oreogrammitis jagoriana (Mett. ex Kuhn) Parris & Sundue,Oreogrammitis jagoriana (Mett. ex Kuhn) Parris & Sundue,accepted,accepted,exact,419265
Grammitis kyimbilensis (Brause) Copel.,Grammitis kyimbilensis (Brause) Copel.,Grammitis kyimbilensis (Brause) Copel.,accepted,accepted,exact,419266
Oreogrammitis padangensis (Baker) Parris,Oreogrammitis padangensis (Baker) Parris,Oreogrammitis padangensis (Baker) Parris,accepted,accepted,exact,419267
Oreogrammitis reinwardtioides (Copel.) Parris,Oreogrammitis reinwardtioides (Copel.) Parris,Oreogrammitis reinwardtioides (Copel.) Parris,accepted,accepted,exact,419268
Lellingeria major (Copel.) A.R.Sm. & R.C.Moran,Lellingeria major (Copel.) A. R. Sm. & R. C. Moran,Lellingeria major (Copel.) A. R. Sm. & R. C. Moran,accepted,accepted,auto_punct,419269
Stenogrammitis saffordii (Maxon) Labiak,Stenogrammitis saffordii (Maxon) Labiak,Stenogrammitis saffordii (Maxon) Labiak,accepted,accepted,exact,419270
Stenogrammitis subcoriacea (Copel.) Labiak,Stenogrammitis subcoriacea (Copel.) Labiak,Stenogrammitis subcoriacea (Copel.) Labiak,accepted,accepted,exact,419273
Elaphoglossum nidiforme Mickel,Elaphoglossum nidiforme Mickel,Elaphoglossum nidiforme Mickel,accepted,accepted,exact,419298
Elaphoglossum nidusoides Rouhan & Rakotondr.,Elaphoglossum nidusoides Rouhan & Rakotondr.,Elaphoglossum nidusoides Rouhan & Rakotondr.,accepted,accepted,exact,419299
Davallia multidentata Wall. ex Hook.,Davallia multidentata Wall. ex Hook. & Baker,Davallia multidentata Wall. ex Hook. & Baker,accepted,accepted,auto_basexin,419418
Davallia heterophylla Sm.,Davallia heterophylla Sm.,Davallia heterophylla Sm.,accepted,accepted,exact,419419
Campyloneurum anetioides (Christ) R.M.Tryon & A.F.Tryon,Campyloneurum anetioides (Christ) R. M. Tryon & A. F. Tryon,Campyloneurum anetioides (Christ) R. M. Tryon & A. F. Tryon,accepted,accepted,auto_punct,424517
Campyloneurum asplundii (C.Chr.) Ching,Campyloneurum asplundii (C. Chr.) Ching,Campyloneurum asplundii (C. Chr.) Ching,accepted,accepted,auto_punct,424518
Campyloneurum brevifolium (Lodd. ex Link) Link,Campyloneurum brevifolium (Lodd. ex Link) Link,Campyloneurum brevifolium (Lodd. ex Link) Link,accepted,accepted,exact,424519
Campyloneurum phyllitidis (L.) C.Presl,Campyloneurum phyllitidis (L.) C. Presl,Campyloneurum phyllitidis (L.) C. Presl,accepted,accepted,auto_punct,424520
Campyloneurum xalapense Fee,Campyloneurum xalapense Fée,Campyloneurum xalapense Fée,accepted,accepted,auto_punct,424521
Microgramma latevagans (Maxon & C.Chr.) Lellinger,Microgramma latevagans (Maxon & C. Chr.) Lellinger,Microgramma latevagans (Maxon & C. Chr.) Lellinger,accepted,accepted,auto_punct,424522
Niphidium nidulare (Rosenst.) Lellinger,Niphidium nidulare (Rosenst.) Lellinger,Niphidium nidulare (Rosenst.) Lellinger,accepted,accepted,exact,424523
Alsophila hookeri (Thwaites) R.M.Tryon,Alsophila hookeri (Thwaites) R. M. Tryon,Alsophila hookeri (Thwaites) R. M. Tryon,accepted,accepted,auto_punct,429076
Adiantopsis chlorophylla (Sw.) Fee,Adiantopsis chlorophylla (Sw.) Fée,Adiantopsis chlorophylla (Sw.) Fée,accepted,accepted,auto_punct,434433
Adiantopsis radiata (L.) Fee,Adiantopsis radiata (L.) Fée,Adiantopsis radiata (L.) Fée,accepted,accepted,auto_punct,434434
Adiantum cajennense Willd. ex Klotzsch,Adiantum cajennense Willd.,Adiantum cajennense Willd.,accepted,accepted,auto_exin+,434435
Adiantum latifolium Lam.,Adiantum latifolium Lam.,Adiantum latifolium Lam.,accepted,accepted,exact,434437
Adiantum obliquum Willd.,Adiantum obliquum Willd.,Adiantum obliquum Willd.,accepted,accepted,exact,434438
Adiantum serratodentatum Humb. & Bonpl. ex Willd.,Adiantum serratodentatum Willd.,Adiantum serratodentatum Willd.,accepted,accepted,auto_cfonly,434440
Adiantum subcordatum Sw.,Adiantum subcordatum Sw.,Adiantum subcordatum Sw.,accepted,accepted,exact,434441
Adiantum terminatum Kunze ex Miq.,Adiantum terminatum Kunze ex Miq.,Adiantum terminatum Kunze ex Miq.,accepted,accepted,exact,434442
Adiantopsis flexuosa (Kunze) Link-Perez & Hickey,Adiantopsis flexuosa (Kunze) Link-Pérez & Hickey,Adiantopsis flexuosa (Kunze) Link-Pérez & Hickey,accepted,accepted,auto_punct,434443
Doryopteris collina (Raddi) J.Sm.,Doryopteris collina (Raddi) J. Sm.,Doryopteris collina (Raddi) J. Sm.,accepted,accepted,auto_punct,434445
Lytoneuron lomariaceum (Klotzsch) Yesilyurt,Lytoneuron lomariaceum (Kunze ex Klotzsch) Yesilyurt,Lytoneuron lomariaceum (Kunze ex Klotzsch) Yesilyurt,accepted,accepted,auto_basexin,434446
Lytoneuron ornithopus (Hook.) Yesilyurt,Lytoneuron ornithopus (Mett. ex Hook. & Baker) Yesilyurt,Lytoneuron ornithopus (Mett. ex Hook. & Baker) Yesilyurt,accepted,accepted,auto_basexin,434447
Lytoneuron paradoxum (Fee) Yesilyurt,Lytoneuron paradoxum (Fée) Yesilyurt,Lytoneuron paradoxum (Fée) Yesilyurt,accepted,accepted,auto_punct,434448
Doryopteris pentagona Pic.Serm.,Doryopteris pentagona Pic. Serm.,Doryopteris pentagona Pic. Serm.,accepted,accepted,auto_punct,434449
Doryopteris sagittifolia (Raddi) J.Sm.,Doryopteris sagittifolia (Raddi) J. Sm.,Doryopteris sagittifolia (Raddi) J. Sm.,accepted,accepted,auto_punct,434450
Ormopteris cymbiformis (J.Prado) Barbara,Ormopteris cymbiformis (J. Prado) Barbará,Ormopteris cymbiformis (J. Prado) Barbará,accepted,accepted,auto_punct,434451
Ormopteris pinnata (Kaulf.) Lellinger,Ormopteris pinnata (Kaulf.) Lellinger,Ormopteris pinnata (Kaulf.) Lellinger,accepted,accepted,exact,434452
Ormopteris riedelii (Baker) Barbara,Ormopteris riedelii (Baker) Barbará,Ormopteris riedelii (Baker) Barbará,accepted,accepted,auto_punct,434453
Pteris brasiliensis Raddi,Pteris brasiliensis Raddi,Pteris brasiliensis Raddi,accepted,accepted,exact,434454
Pteris decurrens C.Presl,Pteris decurrens C. Presl,Pteris decurrens C. Presl,accepted,accepted,auto_punct,434455
Pteris deflexa Link,Pteris deflexa Link,Pteris deflexa Link,accepted,accepted,exact,434456
Pteris denticulata Sw.,Pteris denticulata Sw.,Pteris denticulata Sw.,accepted,accepted,exact,434457
