query,resolved_name,matched_name,resolved_status,matched_status,match_type,taxid
Lomariopsis rossii Holttum,Lomariopsis rossii Holttum,Lomariopsis rossii Holttum,accepted,accepted,exact,373573
Lomariopsis salicifolia (Kunze) Lellinger,Lomariopsis salicifolia (Kunze) Lellinger,Lomariopsis salicifolia (Kunze) Lellinger,accepted,accepted,exact,373574
Lomariopsis vestita E.Fourn.,Lomariopsis vestita E. Fourn.,Lomariopsis vestita E. Fourn.,accepted,accepted,auto_punct,373575
Lomariopsis wrightii Mett ex D.C.Eaton,Lomariopsis wrightii Mett ex D. C. Eaton,Lomariopsis wrightii Mett ex D. C. Eaton,accepted,accepted,auto_punct,373576
Zealandia novae-zealandiae (Baker) Testo & A.R.Field,Zealandia novae-zealandiae (Baker) Testo & A. R. Field,Zealandia novae-zealandiae (Baker) Testo & A. R. Field,accepted,accepted,auto_punct,374112
Ceratopteris cornuta (P.Beauv.) Lepr.,Ceratopteris cornuta (P. Beauv.) Lepr.,Ceratopteris cornuta (P. Beauv.) Lepr.,accepted,accepted,auto_punct,375903
Aleuritopteris formosana (Hayata) Tagawa,Aleuritopteris formosana (Hayata) Tagawa,Aleuritopteris formosana (Hayata) Tagawa,accepted,accepted,exact,377224
Aleuritopteris squamosa (C.Hope & C.H.Wright) Ching,Aleuritopteris squamosa (C. Hope & Wright) Ching,Aleuritopteris squamosa (C. Hope & Wright) Ching,accepted,accepted,auto_basexin,377226
Aleuritopteris tamburii (Hook.) Ching,Aleuritopteris tamburii (Hook.) Ching,Aleuritopteris tamburii (Hook.) Ching,accepted,accepted,exact,377227
Cryptogramma stelleri (S.G.Gmel.) Prantl,Cryptogramma stelleri (S. G. Gmel.) Prantl,Cryptogramma stelleri (S. G. Gmel.) Prantl,accepted,accepted,auto_punct,377231
Calciphilopteris ludens (Wall. ex Hook.) Yesilyurt & H.Schneid.,Calciphilopteris ludens (Wall. ex Hook.) Yesilyurt & H. Schneid.,Calciphilopteris ludens (Wall. ex Hook.) Yesilyurt & H. Schneid.,accepted,accepted,auto_punct,377232
Paragymnopteris delavayi (Baker) K.H.Shing,Paragymnopteris delavayi (Baker) K. H. Shing,Paragymnopteris delavayi (Baker) K. H. Shing,accepted,accepted,auto_punct,377235
Aleuritopteris leptolepis (Fraser-Jenk.) Fraser-Jenk.,Aleuritopteris leptolepis (Fraser-Jenk.) Fraser-Jenk.,Aleuritopteris leptolepis (Fraser-Jenk.) Fraser-Jenk.,accepted,accepted,exact,377240
Aleuritopteris grevilleoides (Christ) X.C.Zhang,Aleuritopteris grevilleoides (Christ) G. M. Zhang & X. C. Zhang,Aleuritopteris grevilleoides (Christ) G. M. Zhang & X. C. Zhang,accepted,accepted,auto_cfonly,377247
Abrodictyum boninense Tagawa & K.Iwats.,Abrodictyum boninense Tagawa & K. Iwats. ex K. Iwats.,Abrodictyum boninense Tagawa & K. Iwats. ex K. Iwats.,accepted,accepted,auto_exin-,381218
Abrodictyum brassii (Croxall) Ebihara & K.Iwats.,Abrodictyum brassii (Croxall) Ebihara & K. Iwats.,Abrodictyum brassii (Croxall) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381221
Crepidomanes aphlebioides (H.Christ) I.M.Turner,Crepidomanes aphlebioides (Christ) I. M. Turner,Crepidomanes aphlebioides (Christ) I. M. Turner,accepted,accepted,auto_basexin,381223
Abrodictyum asae-grayi (Bosch) Ebihara & K.Iwats.,Abrodictyum asae-grayi (Bosch) Ebihara & K. Iwats.,Abrodictyum asae-grayi (Bosch) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381224
Vandenboschia auriculata (Blume) Copel.,Vandenboschia auriculata (Blume) Copel.,Vandenboschia auriculata (Blume) Copel.,accepted,accepted,exact,381226
Crepidomanes christii (Copel.) Copel.,Crepidomanes christii (Copel.) Copel.,Crepidomanes christii (Copel.) Copel.,accepted,accepted,exact,381229
Polyphlebium colensoi (Hook.f.) Ebihara & K.Iwats.,Polyphlebium colensoi (Hook. fil.) Ebihara & K. Iwats.,Polyphlebium colensoi (Hook. fil.) Ebihara & K. Iwats.,accepted,accepted,auto_basexin,381230
Trichomanes crinitum Sw.,Trichomanes crinitum Sw.,Trichomanes crinitum Sw.,accepted,accepted,exact,381231
Vandenboschia cyrtotheca (Hillebr.) Copel.,Vandenboschia cyrtotheca (Hillebr.) Copel.,Vandenboschia cyrtotheca (Hillebr.) Copel.,accepted,accepted,exact,381232
Abrodictyum dentatum (Bosch) Ebihara & K.Iwats.,Abrodictyum dentatum (Bosch) Ebihara & K. Iwats.,Abrodictyum dentatum (Bosch) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381233
Polyphlebium exsectum (Kunze) Ebihara & Dubuisson,Polyphlebium exsectum (Kunze) Ebihara & Dubuisson,Polyphlebium exsectum (Kunze) Ebihara & Dubuisson,accepted,accepted,exact,381235
Crepidomanes fallax (Christ) Ebihara & Dubuisson,Crepidomanes fallax (Christ) Ebihara & Dubuisson,Crepidomanes fallax (Christ) Ebihara & Dubuisson,accepted,accepted,exact,381236
Crepidomanes grande (Copel.) Ebihara & K.Iwats.,Crepidomanes grande (Copel.) Ebihara & K. Iwats.,Crepidomanes grande (Copel.) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381237
Trichomanes holopterum Kunze,Trichomanes holopterum Kunze,Trichomanes holopterum Kunze,accepted,accepted,exact,381238
Trichomanes hostmannianum (Klotzsch) Kunze,Trichomanes hostmannianum (Klotzsch) Kunze,Trichomanes hostmannianum (Klotzsch) Kunze,accepted,accepted,exact,381239
Didymoglossum hymenoides (Hedw.) Copel.,Didymoglossum hymenoides (Hedw.) Copel.,Didymoglossum hymenoides (Hedw.) Copel.,accepted,accepted,exact,381241
Polyphlebium hymenophylloides (Bosch) Ebihara & Dubuisson,Polyphlebium hymenophylloides (Bosch) Ebihara & Dubuisson,Polyphlebium hymenophylloides (Bosch) Ebihara & Dubuisson,accepted,accepted,exact,381242
Polyphlebium ingae (C.Chr.) Ebihara & Dubuisson,Polyphlebium ingae (C. Chr.) Ebihara & Dubuisson,Polyphlebium ingae (C. Chr.) Ebihara & Dubuisson,accepted,accepted,auto_punct,381243
Vandenboschia johnstonensis (Bailey) Copel.,Vandenboschia johnstonensis (Bailey) Copel.,Vandenboschia johnstonensis (Bailey) Copel.,accepted,accepted,exact,381244
Didymoglossum kapplerianum (Sturm) Ebihara & Dubuisson,Didymoglossum kapplerianum (Sturm) Ebihara & Dubuisson,Didymoglossum kapplerianum (Sturm) Ebihara & Dubuisson,accepted,accepted,exact,381245
Crepidomanes kurzii (Bedd.) Tagawa & K.Iwats.,Crepidomanes kurzii (Bedd.) Tagawa & K. Iwats.,Crepidomanes kurzii (Bedd.) Tagawa & K. Iwats.,accepted,accepted,auto_punct,381246
Abrodictyum laetum (Bosch) Ebihara & K.Iwats.,Abrodictyum laetum (Bosch) Ebihara & K. Iwats.,Abrodictyum laetum (Bosch) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381247
Crepidomanes latemarginale (D.C.Eaton) Copel.,Crepidomanes latemarginale (D. C. Eaton) Copel.,Crepidomanes latemarginale (D. C. Eaton) Copel.,accepted,accepted,auto_punct,381248
Didymoglossum liberiense (Copel.) Copel.,Didymoglossum liberiense (Copel.) Copel.,Didymoglossum liberiense (Copel.) Copel.,accepted,accepted,exact,381249
Didymoglossum motleyi (Bosch) Ebihara & K.Iwats.,Didymoglossum motleyi (Bosch) Ebihara & K. Iwats.,Didymoglossum motleyi (Bosch) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381252
Abrodictyum obscurum (Blume) Ebihara & K.Iwats.,Abrodictyum obscurum (Blume) Ebihara & K. Iwats.,Abrodictyum obscurum (Blume) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381253
Didymoglossum punctatum (Poir.) Desv.,Didymoglossum punctatum (Poir.) Desv.,Didymoglossum punctatum (Poir.) Desv.,accepted,accepted,exact,381255
Didymoglossum reptans (Sw.) C.Presl,Didymoglossum reptans (Sw.) C. Presl,Didymoglossum reptans (Sw.) C. Presl,accepted,accepted,auto_punct,381256
Vandenboschia rupestris (Raddi) Ebihara & K.Iwats.,Vandenboschia rupestris (Raddi) Ebihara & K. Iwats.,Vandenboschia rupestris (Raddi) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381257
Trichomanes scandens L.,Trichomanes scandens L.,Trichomanes scandens L.,accepted,accepted,exact,381258
Abrodictyum schlechteri (Brause) Ebihara & K.Iwats.,Abrodictyum schlechteri (Brause) Ebihara & K. Iwats.,Abrodictyum schlechteri (Brause) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381259
Crepidomanes schmidianum (Zenker ex Taschner) K.Iwats.,Crepidomanes schmidianum (Zenker ex Taschner) K. Iwats.,Crepidomanes schmidianum (Zenker ex Taschner) K. Iwats.,accepted,accepted,auto_punct,381260
Abrodictyum strictum (Menzies ex Hook. & Grev.) Ebihara & K.Iwats.,Abrodictyum strictum (Menzies ex Hook. & Grev.) Ebihara & K. Iwats.,Abrodictyum strictum (Menzies ex Hook. & Grev.) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381261
Didymoglossum tahitense (Nadeaud) Ebihara & K.Iwats,Didymoglossum tahitense (Nadeaud) Ebihara & K. Iwats.,Didymoglossum tahitense (Nadeaud) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381262
Polyphlebium vieillardii (Bosch) Ebihara & K.Iwats.,Polyphlebium vieillardii (Bosch) Ebihara & K. Iwats.,Polyphlebium vieillardii (Bosch) Ebihara & K. Iwats.,accepted,accepted,auto_punct,381263
Dryopteris annamensis (Tagawa) Li Bing Zhang,Dryopteris annamensis (Tagawa) Li Bing Zhang,Dryopteris annamensis (Tagawa) Li Bing Zhang,accepted,accepted,exact,382333
Dryopteris diffracta (Baker) C.Chr.,Dryopteris diffracta (Baker) C. Chr.,Dryopteris diffracta (Baker) C. Chr.,accepted,accepted,auto_punct,385352
Arachniodes cavaleriei (H.Christ) Ohwi,Arachniodes cavaleriei (Christ) Ohwi,Arachniodes cavaleriei (Christ) Ohwi,accepted,accepted,auto_basexin,385353
Arachniodes fengii Ching,Arachniodes fengii Ching,Arachniodes fengii Ching,accepted,accepted,exact,385354
Arachniodes gigantea Ching,Arachniodes gigantea Ching,Arachniodes gigantea Ching,accepted,accepted,exact,385355
Tectaria fuscipes (Wall. ex Bedd.) C.Chr.,Tectaria fuscipes (Wall.) C. Chr.,Tectaria fuscipes (Wall.) C. Chr.,accepted,accepted,auto_basexin,385358
Cyclodium trianae (Mett.) A.R.Sm.,Cyclodium trianae (Mett.) A. R. Sm.,Cyclodium trianae (Mett.) A. R. Sm.,accepted,accepted,auto_punct,385360
Dryopteris heterolaena C.Chr.,Dryopteris heterolaena C. Chr.,Dryopteris heterolaena C. Chr.,accepted,accepted,auto_punct,385361
Lastreopsis decomposita (R.Br.) Tindale,Lastreopsis decomposita (R. Br.) Tindale,Lastreopsis decomposita (R. Br.) Tindale,accepted,accepted,auto_punct,385363
Polystichum glaciale Christ,Polystichum glaciale Christ,Polystichum glaciale Christ,accepted,accepted,exact,385365
Stigmatopteris longicaudata (Liebm.) C.Chr.,Stigmatopteris longicaudata (Liebm.) C. Chr.,Stigmatopteris longicaudata (Liebm.) C. Chr.,accepted,accepted,auto_punct,385368
Tectaria decurrens (C.Presl) Copel.,Tectaria decurrens (C. Presl) Copel.,Tectaria decurrens (C. Presl) Copel.,accepted,accepted,auto_punct,385369
Olfersia cervina (L.) Kunze,Olfersia cervina (L.) Kunze,Olfersia cervina (L.) Kunze,accepted,accepted,exact,385521
Phanerophlebia juglandifolia (Humb. & Bonpl. ex Willd.) J.Sm.,Phanerophlebia juglandifolia (Humb. & Bonpl. ex Willd.) J. Sm.,Phanerophlebia juglandifolia (Humb. & Bonpl. ex Willd.) J. Sm.,accepted,accepted,auto_punct,385522
Marsilea aegyptiaca Willd.,Marsilea aegyptiaca Willd.,Marsilea aegyptiaca Willd.,accepted,accepted,exact,388468
Marsilea angustifolia R.Br.,Marsilea angustifolia R. Br.,Marsilea angustifolia R. Br.,accepted,accepted,auto_punct,388469
Marsilea capensis A.Braun,Marsilea capensis A. Braun,Marsilea capensis A. Braun,accepted,accepted,auto_punct,388471
Marsilea crenata C.Presl,Marsilea crenata C. Presl,Marsilea crenata C. Presl,accepted,accepted,auto_punct,388472
Marsilea crotophora D.M.Johnson,Marsilea crotophora D. M. Johnson,Marsilea crotophora D. M. Johnson,accepted,accepted,auto_punct,388473
Marsilea distorta A.Braun,Marsilea distorta A. Braun,Marsilea distorta A. Braun,accepted,accepted,auto_punct,388474
Marsilea fadeniana Launert,Marsilea fadeniana Launert,Marsilea fadeniana Launert,accepted,accepted,exact,388475
Marsilea farinosa Launert,Marsilea farinosa Launert,Marsilea farinosa Launert,accepted,accepted,exact,388476
Marsilea gibba A.Braun,Marsilea gibba A. Braun,Marsilea gibba A. Braun,accepted,accepted,auto_punct,388477
Marsilea macrocarpa C.Presl,Marsilea macrocarpa C. Presl,Marsilea macrocarpa C. Presl,accepted,accepted,auto_punct,388478
Marsilea minuta L.,Marsilea minuta L.,Marsilea minuta L.,accepted,accepted,exact,388479
Marsilea mollis B.L.Rob. & Fernald,Marsilea mollis B. L. Rob. & Fernald,Marsilea mollis B. L. Rob. & Fernald,accepted,accepted,auto_punct,388480
Marsilea nashii Underw.,Marsilea nashii Underw.,Marsilea nashii Underw.,accepted,accepted,exact,388481
Marsilea nubica var. gymnocarpa (A.Braun) Launert,Marsilea nubica var. gymnocarpa (A. Braun) Launert,Marsilea nubica var. gymnocarpa (A. Braun) Launert,accepted,accepted,auto_punct,388483
Marsilea oligospora Goodd.,Marsilea oligospora Goodd.,Marsilea oligospora Goodd.,accepted,accepted,exact,388484
Marsilea villifolia Bremek. & Oberm. ex Alston & Schelpe,Marsilea villifolia Bremek. & Oberm. ex Alston & Schelpe,Marsilea villifolia Bremek. & Oberm. ex Alston & Schelpe,accepted,accepted,exact,388487
Marsilea villosa Kaulf.,Marsilea villosa Kaulf.,Marsilea villosa Kaulf.,accepted,accepted,exact,388488
Leptopteris superba (Colenso) C.Presl,Leptopteris superba (Colenso) C. Presl,Leptopteris superba (Colenso) C. Presl,accepted,accepted,auto_punct,389494
Nephrolepis biserrata (Sw.) Schott,Nephrolepis biserrata (Sw.) Schott,Nephrolepis biserrata (Sw.) Schott,accepted,accepted,exact,389499
Plagiogyria stenoptera (Hance) Diels,Plagiogyria stenoptera (Hance) Diels,Plagiogyria stenoptera (Hance) Diels,accepted,accepted,exact,389502
Lepisorus platyrhynchos (Kunze) Li Wang,Lepisorus platyrhynchos (J. Sm. ex Kunze) Li Wang,Lepisorus platyrhynchos (J. Sm. ex Kunze) Li Wang,accepted,accepted,auto_basexin,392238
Lepisorus spicatus (L.f.) Li Wang,Lepisorus spicatus (L. fil.) Li Wang,Lepisorus spicatus (L. fil.) Li Wang,accepted,accepted,auto_basexin,392239
Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus excavatus (Bory ex Willd.) Ching,accepted,accepted,exact,392240
Lepisorus longifolius (Blume) Holttum,Lepisorus longifolius (Blume) Holttum,Lepisorus longifolius (Blume) Holttum,accepted,accepted,exact,392241
Lepisorus megasorus (C.Chr.) Ching,Lepisorus megasorus (C. Chr.) Ching,Lepisorus megasorus (C. Chr.) Ching,accepted,accepted,auto_punct,392242
Microsorum membranifolium (R.Br.) Ching,Microsorum membranifolium (R. Br.) Ching,Microsorum membranifolium (R. Br.) Ching,accepted,accepted,auto_punct,392243
Microsorum papuanum (Baker) Parris,Microsorum papuanum (Baker) Parris,Microsorum papuanum (Baker) Parris,accepted,accepted,exact,392244
Pleopeltis appressa M.Kessler & A.R.Sm.,Pleopeltis appressa M. Kessler & A. R. Sm.,Pleopeltis appressa M. Kessler & A. R. Sm.,accepted,accepted,auto_punct,392245
Pleopeltis ballivianii (Rosenst.) A.R.Sm.,Pleopeltis ballivianii (Rosenst.) A. R. Sm.,Pleopeltis ballivianii (Rosenst.) A. R. Sm.,accepted,accepted,auto_punct,392246
Pleopeltis buchtienii (H.Christ & Rosenst.) A.R.Sm.,Pleopeltis buchtienii (Christ & Rosenst.) A. R. Sm.,Pleopeltis buchtienii (Christ & Rosenst.) A. R. Sm.,accepted,accepted,auto_basexin,392247
Pleopeltis fraseri (Mett. ex Kuhn) A.R.Sm.,Pleopeltis fraseri (Kuhn) A. R. Sm.,Pleopeltis fraseri (Kuhn) A. R. Sm.,accepted,accepted,auto_basexin,392248
Pleopeltis remota (Desv.) A.R.Sm.,Pleopeltis remota (Desv.) A. R. Sm.,Pleopeltis remota (Desv.) A. R. Sm.,accepted,accepted,auto_punct,392249
Pleopeltis tweediana (Hook.) A.R.Sm.,Pleopeltis tweediana (Hook.) A. R. Sm.,Pleopeltis tweediana (Hook.) A. R. Sm.,accepted,accepted,auto_punct,392250
Pleopeltis macrolepis (Maxon) A.R.Sm. & Tejero,Pleopeltis macrolepis (Maxon) A. R. Sm. & Tejero,Pleopeltis macrolepis (Maxon) A. R. Sm. & Tejero,accepted,accepted,auto_punct,392252
Pyrrosia angustata (Sw.) Ching,Pyrrosia angustata (Sw.) Ching,Pyrrosia angustata (Sw.) Ching,accepted,accepted,exact,392253
Pyrrosia eleagnifolia (Bory) Hovenkamp,Pyrrosia eleagnifolia (Bory) Hovenkamp,Pyrrosia eleagnifolia (Bory) Hovenkamp,accepted,accepted,exact,392254
Pyrrosia foveolata (Alston) C.V.Morton,Pyrrosia foveolata (Alston) C. V. Morton,Pyrrosia foveolata (Alston) C. V. Morton,accepted,accepted,auto_punct,392255
Hovenkampia liebuschii (Hieron.) Li Bing Zhang & X.M.Zhou,Hovenkampia liebuschii (Hieron.) Li Bing Zhang & X. M. Zhou,Hovenkampia liebuschii (Hieron.) Li Bing Zhang & X. M. Zhou,accepted,accepted,auto_punct,392256
Pyrrosia niphoboloides (Baker) M.Price,Pyrrosia niphoboloides (Luerss.) M. G. Price,Pyrrosia niphoboloides (Luerss.) M. G. Price,accepted,accepted,auto_cfonly,392257
Pyrrosia samarensis (C.Presl) Ching,Pyrrosia samarensis (Mett.) Ching,Pyrrosia samarensis (Mett.) Ching,accepted,accepted,auto_basexin,392258
Blechnum appendiculatum Willd.,Blechnum appendiculatum Willd.,Blechnum appendiculatum Willd.,accepted,accepted,exact,393566
Austroblechnum fernandezianum (Looser) Gasper & V.A.O.Dittrich,Austroblechnum fernandezianum (Looser) Gasper & V. A. O. Dittrich,Austroblechnum fernandezianum (Looser) Gasper & V. A. O. Dittrich,accepted,accepted,auto_punct,393567
Austroblechnum colensoi (Hook.f.) Gasper & V.A.O.Dittrich,Austroblechnum colensoi (Hook. fil.) Gasper & V. A. O. Dittrich,Austroblechnum colensoi (Hook. fil.) Gasper & V. A. O. Dittrich,accepted,accepted,auto_basexin,393569
Lomaria discolor (G.Forst.) Willd.,Lomaria discolor (G. Forst.) Willd.,Lomaria discolor (G. Forst.) Willd.,accepted,accepted,auto_punct,393570
Austroblechnum durum (T.Moore) Gasper & V.A.O.Dittrich,Austroblechnum durum (T. Moore) Gasper & V. A. O. Dittrich,Austroblechnum durum (T. Moore) Gasper & V. A. O. Dittrich,accepted,accepted,auto_punct,393571
Icarus filiformis (A.Cunn.) Gasper & Salino,Icarus filiformis (A. Cunn.) Gasper & Salino,Icarus filiformis (A. Cunn.) Gasper & Salino,accepted,accepted,auto_punct,393572
Cranfillia fluviatilis (R.Br.) Gasper & V.A.O.Dittrich,Cranfillia fluviatilis (R. Br.) Gasper & V. A. O. Dittrich,Cranfillia fluviatilis (R. Br.) Gasper & V. A. O. Dittrich,accepted,accepted,auto_punct,393573
Austroblechnum membranaceum (Colenso ex Hook.) Gasper & V.A.O.Dittrich,Austroblechnum membranaceum (Colenso ex Hook.) Gasper & V. A. O. Dittrich,Austroblechnum membranaceum (Colenso ex Hook.) Gasper & V. A. O. Dittrich,accepted,accepted,auto_punct,393574
Parablechnum milnei (Carruth.) Gasper & Salino,Parablechnum milnei (Carruth.) Gasper & Salino,Parablechnum milnei (Carruth.) Gasper & Salino,accepted,accepted,exact,393575
Parablechnum minus (R.Br.) Gasper & Salino,Parablechnum minus (R. Br.) Gasper & Salino,Parablechnum minus (R. Br.) Gasper & Salino,accepted,accepted,auto_punct,393576
Parablechnum montanum (T.C.Chambers & P.A.Farrant) Gasper & Salino,Parablechnum montanum (T. C. Chambers & P. A. Farrant) Gasper & Salino,Parablechnum montanum (T. C. Chambers & P. A. Farrant) Gasper & Salino,accepted,accepted,auto_punct,393577
Cranfillia nigra (Colenso) Gasper & V.A.O.Dittrich,Cranfillia nigra (Colenso) Gasper & V. A. O. Dittrich,Cranfillia nigra (Colenso) Gasper & V. A. O. Dittrich,accepted,accepted,auto_punct,393578
Austroblechnum norfolkianum (Heward) Gasper & V.A.O.Dittrich,Austroblechnum norfolkianum (Heward) Gasper & V. A. O. Dittrich,Austroblechnum norfolkianum (Heward) Gasper & V. A. O. Dittrich,accepted,accepted,auto_punct,393579
Parablechnum novae-zelandiae (T.C.Chambers & P.A.Farrant) Gasper & Salino,Parablechnum novae-zelandiae (T. C. Chambers & P. A. Farrant) Gasper & Salino,Parablechnum novae-zelandiae (T. C. Chambers & P. A. Farrant) Gasper & Salino,accepted,accepted,auto_punct,393580
Lomaria nuda (Labill.) Willd.,Lomaria nuda (Labill.) Willd.,Lomaria nuda (Labill.) Willd.,accepted,accepted,exact,393581
Austroblechnum penna-marina (Poir.) Gasper & V.A.O.Dittrich,Austroblechnum penna-marina (Poir.) Gasper & V. A. O. Dittrich,Austroblechnum penna-marina (Poir.) Gasper & V. A. O. Dittrich,accepted,accepted,auto_punct,393582
Parablechnum procerum (G.Forst.) C.Presl,Parablechnum procerum (G. Forst.) C. Presl,Parablechnum procerum (G. Forst.) C. Presl,accepted,accepted,auto_punct,393583
Blechnum punctulatum Sw.,Blechnum punctulatum Sw.,Blechnum punctulatum Sw.,accepted,accepted,exact,393584
Parablechnum triangularifolium (T.C.Chambers & P.A.Farrant) Gasper & Salino,Parablechnum triangularifolium (T. C. Chambers & P. A. Farrant) Gasper & Salino,Parablechnum triangularifolium (T. C. Chambers & P. A. Farrant) Gasper & Salino,accepted,accepted,auto_punct,393585
Cranfillia vulcanica (Blume) Gasper & V.A.O.Dittrich,Cranfillia vulcanica (Blume) Gasper & V. A. O. Dittrich,Cranfillia vulcanica (Blume) Gasper & V. A. O. Dittrich,accepted,accepted,auto_punct,393586
Parablechnum wattsii (Tindale) Gasper & Salino,Parablechnum wattsii (Tindale) Gasper & Salino,Parablechnum wattsii (Tindale) Gasper & Salino,accepted,accepted,exact,393587
Doodia australis (Parris) Parris,Doodia australis (Parris) Parris,Doodia australis (Parris) Parris,accepted,accepted,exact,393588
Doodia milnei Carriere,Doodia milnei Carriere,Doodia milnei Carriere,accepted,accepted,exact,393589
Marsilea ephippiocarpa Alston,Marsilea ephippiocarpa Alston,Marsilea ephippiocarpa Alston,accepted,accepted,exact,393624
Angiopteris caudatiformis Hieron.,Angiopteris caudatiformis Hieron.,Angiopteris caudatiformis Hieron.,accepted,accepted,exact,397664
Angiopteris fokiensis Hieron.,Angiopteris fokiensis Hieron.,Angiopteris fokiensis Hieron.,accepted,accepted,exact,397666
Angiopteris helferiana C.Presl,Angiopteris helferiana C. Presl,Angiopteris helferiana C. Presl,accepted,accepted,auto_punct,397668
Angiopteris hokouensis Ching,Angiopteris hokouensis Ching,Angiopteris hokouensis Ching,accepted,accepted,exact,397669
Angiopteris wangii Ching,Angiopteris wangii Ching,Angiopteris wangii Ching,accepted,accepted,exact,397672
Angiopteris bipinnata (Ching) J.M.Camus,Angiopteris bipinnata (Ching) J. M. Camus,Angiopteris bipinnata (Ching) J. M. Camus,accepted,accepted,auto_punct,397673
Angiopteris tonkinensis (Hayata) J.M.Camus,Angiopteris tonkinensis (Hayata) J. M. Camus,Angiopteris tonkinensis (Hayata) J. M. Camus,accepted,accepted,auto_punct,397675
Dicranopteris pedata (Houtt.) Nakaike,Dicranopteris pedata (Houtt.) Nakaike,Dicranopteris pedata (Houtt.) Nakaike,accepted,accepted,exact,397678
Diplopterygium blotianum (C.Chr.) Nakai,Diplopterygium blotianum (C. Chr.) Nakai,Diplopterygium blotianum (C. Chr.) Nakai,accepted,accepted,auto_punct,397679
Diplopterygium chinense (Rosenst.) De Vol,Diplopterygium chinense (Rosenst.) De Vol,Diplopterygium chinense (Rosenst.) De Vol,accepted,accepted,exact,397680
Diplopterygium glaucoides (Ching) Ching ex P.S.Wang & X.Y.Wang,Diplopterygium glaucoides (Ching) Ching ex P.S.Wang & X.Y.Wang,Diplopterygium glaucoides (Ching) Ching ex P.S.Wang & X.Y.Wang,accepted,accepted,exact,397681
Diplopterygium glaucum (Thunb. ex Houtt.) Nakai,Diplopterygium glaucum (Thunb. ex Houtt.) Nakai,Diplopterygium glaucum (Thunb. ex Houtt.) Nakai,accepted,accepted,exact,397682
Diplopterygium rufum (Ching) Ching ex X.C.Zhang,Diplopterygium rufum (Ching) Ching ex X. C. Zhang,Diplopterygium rufum (Ching) Ching ex X. C. Zhang,accepted,accepted,auto_punct,397684
Lygodium articulatum A.Rich.,Lygodium articulatum A. Rich.,Lygodium articulatum A. Rich.,accepted,accepted,auto_punct,400224
Lygodium oligostachyum (Willd.) Desv.,Lygodium oligostachyum (Willd.) Desv.,Lygodium oligostachyum (Willd.) Desv.,accepted,accepted,exact,400227
Lygodium polystachyum Wall. ex Moore,Lygodium polystachyum Wall. ex T. Moore,Lygodium polystachyum Wall. ex T. Moore,accepted,accepted,auto_basexin,400228
Lygodium reticulatum Schkuhr,Lygodium reticulatum Schkuhr,Lygodium reticulatum Schkuhr,accepted,accepted,exact,400229
Lygodium smithianum C.Presl,Lygodium smithianum C. Presl,Lygodium smithianum C. Presl,accepted,accepted,auto_punct,400230
Lygodium venustum Sw.,Lygodium venustum Sw.,Lygodium venustum Sw.,accepted,accepted,exact,400231
Botrychium alaskense W.H.Wagner & J.R.Grant,Botrychium alaskense W. H. Wagner & J. R. Grant,Botrychium alaskense W. H. Wagner & J. R. Grant,accepted,accepted,auto_punct,401571
Botrychium yaaxudakeit Stensvold & Farrar,Botrychium yaaxudakeit Stensvold & Farrar,Botrychium yaaxudakeit Stensvold & Farrar,accepted,accepted,exact,401573
Botrychium gallicomontanum Farrar & Johnson-Groh,Botrychium gallicomontanum Farrar & Johnson-Groh,Botrychium gallicomontanum Farrar & Johnson-Groh,accepted,accepted,exact,401575
Alsophila coactilis (Holtt.) R.M.Tryon,Alsophila coactilis (Holttum) R. M. Tryon,Alsophila coactilis (Holttum) R. M. Tryon,accepted,accepted,auto_basexin,411261
Alsophila firma (Baker) D.S.Conant,Alsophila firma (Baker) D. S. Conant,Alsophila firma (Baker) D. S. Conant,accepted,accepted,auto_punct,411265
Alsophila havilandii (Baker) R.M.Tryon,Alsophila havilandii (Baker) R. M. Tryon,Alsophila havilandii (Baker) R. M. Tryon,accepted,accepted,auto_punct,411266
Alsophila nigrolineata (Holtt.) R.M.Tryon,Alsophila nigrolineata (Holttum) R. M. Tryon,Alsophila nigrolineata (Holttum) R. M. Tryon,accepted,accepted,auto_basexin,411268
Alsophila oosora (Holtt.) R.M.Tryon,Alsophila oosora (Holttum) R. M. Tryon,Alsophila oosora (Holttum) R. M. Tryon,accepted,accepted,auto_basexin,411269
Alsophila pachyrrhachis (Copel.) R.M.Tryon,Alsophila pachyrrhachis (Copel.) R. M. Tryon,Alsophila pachyrrhachis (Copel.) R. M. Tryon,accepted,accepted,auto_punct,411270
